id,name,state,rainfall,rank,deviation,mean_rainfall,
AL-001,Autauga County,Alabama,61.18,104,7.65,53.53,
AL-003,Baldwin County,Alabama,66.53,86,4.64,61.89,
AL-005,Barbour County,Alabama,49.91,50,-2.37,52.28,
AL-007,Bibb County,Alabama,59.48,92,4.24,55.24,
AL-009,Blount County,Alabama,61.03,93,5.43,55.6,
AL-011,Bullock County,Alabama,55.02,77,2.96,52.06,
AL-013,Butler County,Alabama,59.42,84,3.74,55.68,
AL-015,Calhoun County,Alabama,55.71,77,2.33,53.38,
AL-017,Chambers County,Alabama,54.05,61,0.74,53.31,
AL-019,Cherokee County,Alabama,58.08,89,4.51,53.57,
AL-021,Chilton County,Alabama,61.91,107,7.68,54.23,
AL-023,Choctaw County,Alabama,57.72,74,0.87,56.85,
AL-025,Clarke County,Alabama,54.68,46,-3.23,57.91,
AL-027,Clay County,Alabama,62.69,104,6.86,55.83,
AL-029,Cleburne County,Alabama,57.34,84,3.41,53.93,
AL-031,Coffee County,Alabama,50.06,37,-6.11,56.17,
AL-033,Colbert County,Alabama,58.17,90,4.6,53.57,
AL-035,Conecuh County,Alabama,58.89,68,0.89,58,
AL-037,Coosa County,Alabama,65.02,115,10.37,54.65,
AL-039,Covington County,Alabama,55.53,50,-3.09,58.62,
AL-041,Crenshaw County,Alabama,57.25,75,1.92,55.33,
AL-043,Cullman County,Alabama,59.69,81,3.57,56.12,
AL-045,Dale County,Alabama,49.99,47,-4.39,54.38,
AL-047,Dallas County,Alabama,57.47,95,4.65,52.82,
AL-049,DeKalb County,Alabama,61.1,95,5.61,55.49,
AL-051,Elmore County,Alabama,65.27,114,11.81,53.46,
AL-053,Escambia County,Alabama,61.36,71,0.93,60.43,
AL-055,Etowah County,Alabama,58.2,88,3.74,54.46,
AL-057,Fayette County,Alabama,56.04,66,-0.23,56.27,
AL-059,Franklin County,Alabama,62.16,99,7.45,54.71,
AL-061,Geneva County,Alabama,55.72,59,-1.47,57.19,
AL-063,Greene County,Alabama,57.28,89,4.32,52.96,
AL-065,Hale County,Alabama,57.17,88,3.42,53.75,
AL-067,Henry County,Alabama,51.89,57,-1.44,53.33,
AL-069,Houston County,Alabama,57.68,85,3.54,54.14,
AL-071,Jackson County,Alabama,62.48,102,7.73,54.75,
AL-073,Jefferson County,Alabama,64.08,106,8.51,55.57,
AL-075,Lamar County,Alabama,57.16,76,2.21,54.95,
AL-077,Lauderdale County,Alabama,57.07,82,3.06,54.01,
AL-079,Lawrence County,Alabama,59.58,97,6.15,53.43,
AL-081,Lee County,Alabama,56.16,83,3.88,52.28,
AL-083,Limestone County,Alabama,57.77,83,4.03,53.74,
AL-085,Lowndes County,Alabama,59.72,105,7.37,52.35,
AL-087,Macon County,Alabama,57.97,101,6.26,51.71,
AL-089,Madison County,Alabama,60.75,101,6.38,54.37,
AL-091,Marengo County,Alabama,57.17,86,2.98,54.19,
AL-093,Marion County,Alabama,62.16,98,6.56,55.6,
AL-095,Marshall County,Alabama,60.38,96,5.96,54.42,
AL-097,Mobile County,Alabama,65.57,81,3.08,62.49,
AL-099,Monroe County,Alabama,58.12,71,0.87,57.25,
AL-101,Montgomery County,Alabama,63.13,118,11.02,52.11,
AL-103,Morgan County,Alabama,56.58,79,2.6,53.98,
AL-105,Perry County,Alabama,59.43,99,5.81,53.62,
AL-107,Pickens County,Alabama,56.64,86,3.25,53.39,
AL-109,Pike County,Alabama,51.77,48,-2.58,54.35,
AL-111,Randolph County,Alabama,54.3,57,-0.37,54.67,
AL-113,Russell County,Alabama,52.15,83,2.3,49.85,
AL-115,St. Clair County,Alabama,63.01,105,7.86,55.15,
AL-117,Shelby County,Alabama,67.19,115,12.27,54.92,
AL-119,Sumter County,Alabama,55.45,74,1.35,54.1,
AL-121,Talladega County,Alabama,63.56,111,9.83,53.73,
AL-123,Tallapoosa County,Alabama,58.53,89,4.3,54.23,
AL-125,Tuscaloosa County,Alabama,55.49,72,0.06,55.43,
AL-127,Walker County,Alabama,61.11,89,4.55,56.56,
AL-129,Washington County,Alabama,60.86,72,1.16,59.7,
AL-131,Wilcox County,Alabama,57.1,81,2.83,54.27,
AL-133,Winston County,Alabama,63.33,95,6.89,56.44,
AZ-001,Apache County,Arizona,13.42,75,-0.02,13.44,
AZ-003,Cochise County,Arizona,16.45,94,1.85,14.6,
AZ-005,Coconino County,Arizona,11.81,37,-1.76,13.57,
AZ-007,Gila County,Arizona,17.32,38,-3.38,20.7,
AZ-009,Graham County,Arizona,15.96,77,0.73,15.23,
AZ-011,Greenlee County,Arizona,16.83,71,0.06,16.77,
AZ-012,La Paz County,Arizona,4.77,46,-1.19,5.96,
AZ-013,Maricopa County,Arizona,8.31,62,-0.93,9.24,
AZ-015,Mohave County,Arizona,8.36,30,-2.2,10.56,
AZ-017,Navajo County,Arizona,12.11,72,-0.23,12.34,
AZ-019,Pima County,Arizona,10.83,49,-1.64,12.47,
AZ-021,Pinal County,Arizona,10.72,54,-1.78,12.5,
AZ-023,Santa Cruz County,Arizona,17.86,74,-0.53,18.39,
AZ-025,Yavapai County,Arizona,12.8,33,-3.45,16.25,
AZ-027,Yuma County,Arizona,3.3,34,-1.57,4.87,
AR-001,Arkansas County,Arkansas,39.25,11,-11.76,51.01,
AR-003,Ashley County,Arkansas,46.75,35,-6.28,53.03,
AR-005,Baxter County,Arkansas,49.01,91,5.62,43.39,
AR-007,Benton County,Arkansas,52.04,102,6.73,45.31,
AR-009,Boone County,Arkansas,45.08,73,1.41,43.67,
AR-011,Bradley County,Arkansas,51.1,62,-0.88,51.98,
AR-013,Calhoun County,Arkansas,52.82,70,1.2,51.62,
AR-015,Carroll County,Arkansas,45.92,74,1.24,44.68,
AR-017,Chicot County,Arkansas,48.17,41,-4.74,52.91,
AR-019,Clark County,Arkansas,47.96,48,-3.61,51.57,
AR-021,Clay County,Arkansas,57.18,111,9.39,47.79,
AR-023,Cleburne County,Arkansas,54.14,86,4.14,50,
AR-025,Cleveland County,Arkansas,52.48,71,0.93,51.55,
AR-027,Columbia County,Arkansas,45.91,37,-5.23,51.14,
AR-029,Conway County,Arkansas,47.48,51,-1.52,49,
AR-031,Craighead County,Arkansas,52.75,87,4.25,48.5,
AR-033,Crawford County,Arkansas,47.48,66,-0.21,47.69,
AR-035,Crittenden County,Arkansas,53.01,79,3.04,49.97,
AR-037,Cross County,Arkansas,52.68,79,2.34,50.34,
AR-039,Dallas County,Arkansas,50.83,61,-0.46,51.29,
AR-041,Desha County,Arkansas,45.83,37,-5.62,51.45,
AR-043,Drew County,Arkansas,49.72,55,-2.87,52.59,
AR-045,Faulkner County,Arkansas,51.49,71,1.22,50.27,
AR-047,Franklin County,Arkansas,47.61,62,-0.47,48.08,
AR-049,Fulton County,Arkansas,51.18,93,5.95,45.23,
AR-051,Garland County,Arkansas,46.12,35,-6.47,52.59,
AR-053,Grant County,Arkansas,49.09,57,-2.4,51.49,
AR-055,Greene County,Arkansas,53.67,96,5.92,47.75,
AR-057,Hempstead County,Arkansas,47.02,46,-3.57,50.59,
AR-059,Hot Spring County,Arkansas,45.62,34,-6.71,52.33,
AR-061,Howard County,Arkansas,46.91,43,-5.07,51.98,
AR-063,Independence County,Arkansas,54.7,94,6.36,48.34,
AR-065,Izard County,Arkansas,52.22,97,6.5,45.72,
AR-067,Jackson County,Arkansas,52.49,82,3.8,48.69,
AR-069,Jefferson County,Arkansas,46.95,41,-4.24,51.19,
AR-071,Johnson County,Arkansas,52.72,80,3.3,49.42,
AR-073,Lafayette County,Arkansas,45.19,39,-4.71,49.9,
AR-075,Lawrence County,Arkansas,57.28,112,9.86,47.42,
AR-077,Lee County,Arkansas,54.19,81,3.12,51.07,
AR-079,Lincoln County,Arkansas,48.34,48,-3.87,52.21,
AR-081,Little River County,Arkansas,42.96,34,-5.72,48.68,
AR-083,Logan County,Arkansas,45.25,54,-1.56,46.81,
AR-085,Lonoke County,Arkansas,49.82,64,-0.23,50.05,
AR-087,Madison County,Arkansas,48.76,72,1.11,47.65,
AR-089,Marion County,Arkansas,46.3,80,3.34,42.96,
AR-091,Miller County,Arkansas,44.35,41,-4.59,48.94,
AR-093,Mississippi County,Arkansas,49.5,66,0.93,48.57,
AR-095,Monroe County,Arkansas,44.28,28,-6.27,50.55,
AR-097,Montgomery County,Arkansas,49.75,55,-2.69,52.44,
AR-099,Nevada County,Arkansas,48.71,51,-2.4,51.11,
AR-101,Newton County,Arkansas,48.11,63,-0.1,48.21,
AR-103,Ouachita County,Arkansas,48.52,49,-2.85,51.37,
AR-105,Perry County,Arkansas,46.08,42,-2.88,48.96,
AR-107,Phillips County,Arkansas,45.92,39,-5.76,51.68,
AR-109,Pike County,Arkansas,48.54,48,-4.38,52.92,
AR-111,Poinsett County,Arkansas,51.62,76,2.51,49.11,
AR-113,Polk County,Arkansas,50.23,59,-2.57,52.8,
AR-115,Pope County,Arkansas,49.34,66,-0.02,49.36,
AR-117,Prairie County,Arkansas,46.34,47,-3.75,50.09,
AR-119,Pulaski County,Arkansas,49.09,58,-1.58,50.67,
AR-121,Randolph County,Arkansas,57.01,112,9.81,47.2,
AR-123,St. Francis County,Arkansas,53.37,77,2.5,50.87,
AR-125,Saline County,Arkansas,47.26,38,-4.87,52.13,
AR-127,Scott County,Arkansas,48.41,66,0.06,48.35,
AR-129,Searcy County,Arkansas,48.44,73,2.01,46.43,
AR-131,Sebastian County,Arkansas,48.63,82,3.25,45.38,
AR-133,Sevier County,Arkansas,43.52,31,-7.08,50.6,
AR-135,Sharp County,Arkansas,55.37,104,8.43,46.94,
AR-137,Stone County,Arkansas,53.33,95,5.74,47.59,
AR-139,Union County,Arkansas,49.08,53,-3.12,52.2,
AR-141,Van Buren County,Arkansas,51.54,68,1.02,50.52,
AR-143,Washington County,Arkansas,48,67,0.91,47.09,
AR-145,White County,Arkansas,51.67,72,1.48,50.19,
AR-147,Woodruff County,Arkansas,48.4,58,-1.49,49.89,
AR-149,Yell County,Arkansas,46.3,55,-1.93,48.23,
CA-001,Alameda County,California,14.7,42,-4.1,18.8,
CA-003,Alpine County,California,30.66,50,-5.57,36.23,
CA-005,Amador County,California,27.88,44,-7.42,35.3,
CA-007,Butte County,California,30.53,24,-13.97,44.5,
CA-009,Calaveras County,California,25.87,37,-8.48,34.35,
CA-011,Colusa County,California,15.25,27,-6.8,22.05,
CA-013,Contra Costa County,California,14.48,42,-4.06,18.54,
CA-015,Del Norte County,California,63.83,30,-16.28,80.11,
CA-017,El Dorado County,California,37.88,47,-6.85,44.73,
CA-019,Fresno County,California,13.18,19,-6.47,19.65,
CA-021,Glenn County,California,16.14,22,-9.79,25.93,
CA-023,Humboldt County,California,43.26,13,-20.24,63.5,
CA-025,Imperial County,California,1.31,10,-2.07,3.38,
CA-027,Inyo County,California,4.23,23,-2.03,6.26,
CA-029,Kern County,California,6.28,26,-2.8,9.08,
CA-031,Kings County,California,5.44,32,-2.19,7.63,
CA-033,Lake County,California,30.57,26,-12.99,43.56,
CA-035,Lassen County,California,17.28,44,-3.17,20.45,
CA-037,Los Angeles County,California,10.6,37,-5.01,15.61,
CA-039,Madera County,California,15.54,20,-7.64,23.18,
CA-041,Marin County,California,27.66,39,-7.91,35.57,
CA-043,Mariposa County,California,21.51,21,-11.39,32.9,
CA-045,Mendocino County,California,37.54,25,-14.18,51.72,
CA-047,Merced County,California,7.52,20,-3.78,11.3,
CA-049,Modoc County,California,15.44,45,-2.67,18.11,
CA-051,Mono County,California,13.03,55,-2.64,15.67,
CA-053,Monterey County,California,13.52,23,-6.65,20.17,
CA-055,Napa County,California,22.88,32,-8.28,31.16,
CA-057,Nevada County,California,44.6,51,-5.87,50.47,
CA-059,Orange County,California,7.44,13,-6.15,13.59,
CA-061,Placer County,California,40.89,52,-4.98,45.87,
CA-063,Plumas County,California,34.66,48,-6.67,41.33,
CA-065,Riverside County,California,4.04,10,-4.47,8.51,
CA-067,Sacramento County,California,14.64,36,-4.09,18.73,
CA-069,San Benito County,California,10.74,17,-6.06,16.8,
CA-071,San Bernardino County,California,4.07,16,-2.81,6.88,
CA-073,San Diego County,California,8.73,22,-5.58,14.31,
CA-075,San Francisco County,California,20.99,51,-3.38,24.37,
CA-077,San Joaquin County,California,10.84,40,-3.24,14.08,
CA-079,San Luis Obispo County,California,11.08,22,-6.14,17.22,
CA-081,San Mateo County,California,22.31,42,-6.44,28.75,
CA-083,Santa Barbara County,California,11.8,25,-7.09,18.89,
CA-085,Santa Clara County,California,17.78,37,-5.4,23.18,
CA-087,Santa Cruz County,California,27.08,46,-6.07,33.15,
CA-089,Shasta County,California,28.63,15,-13.37,42,
CA-091,Sierra County,California,41.91,57,-3.95,45.86,
CA-093,Siskiyou County,California,26.48,16,-12.42,38.9,
CA-095,Solano County,California,15.28,40,-4.56,19.84,
CA-097,Sonoma County,California,31.1,32,-11.03,42.13,
CA-099,Stanislaus County,California,10.09,33,-3.59,13.68,
CA-101,Sutter County,California,13.23,22,-5.79,19.02,
CA-103,Tehama County,California,24.25,17,-12.34,36.59,
CA-105,Trinity County,California,35.45,9,-22.15,57.6,
CA-107,Tulare County,California,16.04,36,-5.86,21.9,
CA-109,Tuolumne County,California,28.83,26,-12.13,40.96,
CA-111,Ventura County,California,15.94,52,-4.52,20.46,
CA-113,Yolo County,California,15.86,40,-4.19,20.05,
CA-115,Yuba County,California,28.47,34,-9.33,37.8,
CO-001,Adams County,Colorado,10.71,6,-4.44,15.15,
CO-003,Alamosa County,Colorado,11.89,99,1.52,10.37,
CO-005,Arapahoe County,Colorado,11.18,7,-4.71,15.89,
CO-007,Archuleta County,Colorado,22.33,60,-1.05,23.38,
CO-009,Baca County,Colorado,11.92,21,-4.03,15.95,
CO-011,Bent County,Colorado,14.11,74,0.26,13.85,
CO-013,Boulder County,Colorado,18.48,39,-1.58,20.06,
CO-014,Broomfield County,Colorado,11.86,18,-2.86,14.72,
CO-015,Chaffee County,Colorado,17.99,73,0.38,17.61,
CO-017,Cheyenne County,Colorado,12.91,30,-2.43,15.34,
CO-019,Clear Creek County,Colorado,25.88,60,-0.13,26.01,
CO-021,Conejos County,Colorado,18.5,83,1.28,17.22,
CO-023,Costilla County,Colorado,17.49,62,-0.09,17.58,
CO-025,Crowley County,Colorado,12.08,74,0.11,11.97,
CO-027,Custer County,Colorado,19.47,52,-0.99,20.46,
CO-029,Delta County,Colorado,16.34,53,-1.34,17.68,
CO-031,Denver County,Colorado,11.45,14,-3.55,15,
CO-033,Dolores County,Colorado,18.94,30,-4.4,23.34,
CO-035,Douglas County,Colorado,13.66,10,-4.56,18.22,
CO-037,Eagle County,Colorado,23.53,61,-0.5,24.03,
CO-039,Elbert County,Colorado,11.57,5,-4.98,16.55,
CO-041,El Paso County,Colorado,12.96,24,-3.05,16.01,
CO-043,Fremont County,Colorado,11.94,26,-2.34,14.28,
CO-045,Garfield County,Colorado,21.51,56,-1,22.51,
CO-047,Gilpin County,Colorado,22.49,59,-0.37,22.86,
CO-049,Grand County,Colorado,22.63,67,0.27,22.36,
CO-051,Gunnison County,Colorado,22.03,54,-1.21,23.24,
CO-053,Hinsdale County,Colorado,27.3,41,-3.6,30.9,
CO-055,Huerfano County,Colorado,18.39,75,0.52,17.87,
CO-057,Jackson County,Colorado,24.34,82,1.23,23.11,
CO-059,Jefferson County,Colorado,16.16,31,-2.02,18.18,
CO-061,Kiowa County,Colorado,13.38,46,-0.82,14.2,
CO-063,Kit Carson County,Colorado,13.06,18,-3.74,16.8,
CO-065,Lake County,Colorado,26,91,1.77,24.23,
CO-067,La Plata County,Colorado,20.17,38,-3.24,23.41,
CO-069,Larimer County,Colorado,18.44,33,-1.5,19.94,
CO-071,Las Animas County,Colorado,14.21,38,-2.04,16.25,
CO-073,Lincoln County,Colorado,11.34,25,-2.91,14.25,
CO-075,Logan County,Colorado,8.97,1,-7.63,16.6,
CO-077,Mesa County,Colorado,16.02,58,-0.88,16.9,
CO-079,Mineral County,Colorado,27.77,53,-2.78,30.55,
CO-081,Moffat County,Colorado,14.31,56,-0.54,14.85,
CO-083,Montezuma County,Colorado,14.31,36,-2.87,17.18,
CO-085,Montrose County,Colorado,13.34,32,-2.17,15.51,
CO-087,Morgan County,Colorado,9.54,4,-4.95,14.49,
CO-089,Otero County,Colorado,13.56,78,0.19,13.37,
CO-091,Ouray County,Colorado,18.4,25,-3.95,22.35,
CO-093,Park County,Colorado,17.83,77,0.46,17.37,
CO-095,Phillips County,Colorado,8.74,1,-9.15,17.89,
CO-097,Pitkin County,Colorado,29.69,74,0.54,29.15,
CO-099,Prowers County,Colorado,13.74,42,-1.4,15.14,
CO-101,Pueblo County,Colorado,12.38,52,-1.17,13.55,
CO-103,Rio Blanco County,Colorado,18.71,62,-0.14,18.85,
CO-105,Rio Grande County,Colorado,14.65,73,0.07,14.58,
CO-107,Routt County,Colorado,26,78,0.96,25.04,
CO-109,Saguache County,Colorado,15.86,54,-0.76,16.62,
CO-111,San Juan County,Colorado,36.51,39,-5.23,41.74,
CO-113,San Miguel County,Colorado,15.95,30,-3.14,19.09,
CO-115,Sedgwick County,Colorado,9.37,1,-8.69,18.06,
CO-117,Summit County,Colorado,26.41,70,-0.11,26.52,
CO-119,Teller County,Colorado,16.26,21,-2.9,19.16,
CO-121,Washington County,Colorado,11.51,9,-4.95,16.46,
CO-123,Weld County,Colorado,9.42,4,-4.41,13.83,
CO-125,Yuma County,Colorado,10.92,1,-6.59,17.51,
CT-001,Fairfield County,Connecticut,45.12,47,-2.71,47.83,
CT-003,Hartford County,Connecticut,44.53,51,-2.01,46.54,
CT-005,Litchfield County,Connecticut,45.44,46,-2.79,48.23,
CT-007,Middlesex County,Connecticut,42.23,36,-4.57,46.8,
CT-009,New Haven County,Connecticut,42.41,33,-5.14,47.55,
CT-011,New London County,Connecticut,38.82,21,-6.87,45.69,
CT-013,Tolland County,Connecticut,42.94,46,-2.71,45.65,
CT-015,Windham County,Connecticut,43.68,46,-2.07,45.75,
DE-001,Kent County,Delaware,34.27,9,-8.8,43.07,
DE-003,New Castle County,Delaware,39.29,35,-3.9,43.19,
DE-005,Sussex County,Delaware,34.13,6,-9.5,43.63,
FL-001,Alachua County,Florida,61.04,109,8.46,52.58,
FL-003,Baker County,Florida,56.32,100,4.79,51.53,
FL-005,Bay County,Florida,61.11,80,2.62,58.49,
FL-007,Bradford County,Florida,60.12,110,7.84,52.28,
FL-009,Brevard County,Florida,45.62,43,-4.83,50.45,
FL-011,Broward County,Florida,56.36,59,-0.67,57.03,
FL-013,Calhoun County,Florida,59.45,77,1.36,58.09,
FL-015,Charlotte County,Florida,51.57,62,0.74,50.83,
FL-017,Citrus County,Florida,56.08,79,2.78,53.3,
FL-019,Clay County,Florida,54.67,82,2.81,51.86,
FL-021,Collier County,Florida,58.8,99,6.72,52.08,
FL-023,Columbia County,Florida,57.51,98,5.98,51.53,
FL-027,DeSoto County,Florida,46.94,36,-4.39,51.33,
FL-029,Dixie County,Florida,49.44,44,-4.24,53.68,
FL-031,Duval County,Florida,52.46,77,2.24,50.22,
FL-033,Escambia County,Florida,70.1,96,7.88,62.22,
FL-035,Flagler County,Florida,51.26,62,-0.58,51.84,
FL-037,Franklin County,Florida,65.12,102,6.89,58.23,
FL-039,Gadsden County,Florida,55.17,63,-1.4,56.57,
FL-041,Gilchrist County,Florida,51.6,63,-1.16,52.76,
FL-043,Glades County,Florida,46.8,43,-3.44,50.24,
FL-045,Gulf County,Florida,64.22,94,5.75,58.47,
FL-047,Hamilton County,Florida,55.35,87,3.52,51.83,
FL-049,Hardee County,Florida,44.44,23,-8.01,52.45,
FL-051,Hendry County,Florida,49.19,54,-2.63,51.82,
FL-053,Hernando County,Florida,50.53,51,-2.96,53.49,
FL-055,Highlands County,Florida,44.64,32,-5.8,50.44,
FL-057,Hillsborough County,Florida,49.02,42,-3.27,52.29,
FL-059,Holmes County,Florida,59.79,73,2.14,57.65,
FL-061,Indian River County,Florida,42.01,14,-10.46,52.47,
FL-063,Jackson County,Florida,57.83,84,3.16,54.67,
FL-065,Jefferson County,Florida,58.36,82,3.31,55.05,
FL-067,Lafayette County,Florida,52.33,63,-2.04,54.37,
FL-069,Lake County,Florida,52.56,76,1.69,50.87,
FL-071,Lee County,Florida,57.78,102,7.77,50.01,
FL-073,Leon County,Florida,60.45,85,3.22,57.23,
FL-075,Levy County,Florida,50.18,48,-2.75,52.93,
FL-077,Liberty County,Florida,61.46,89,2.65,58.81,
FL-079,Madison County,Florida,54.19,69,0.63,53.56,
FL-081,Manatee County,Florida,46.63,24,-5.89,52.52,
FL-083,Marion County,Florida,56.38,92,3.69,52.69,
FL-085,Martin County,Florida,44.78,26,-9.3,54.08,
FL-086,Miami-Dade County,Florida,57.28,76,2.15,55.13,
FL-087,Monroe County,Florida,51.69,71,0.85,50.84,
FL-089,Nassau County,Florida,52.73,79,2.15,50.58,
FL-091,Okaloosa County,Florida,62.31,70,1.65,60.66,
FL-093,Okeechobee County,Florida,45.04,37,-5.74,50.78,
FL-095,Orange County,Florida,49.73,68,-0.63,50.36,
FL-097,Osceola County,Florida,44.24,28,-6.11,50.35,
FL-099,Palm Beach County,Florida,49.18,34,-7.7,56.88,
FL-101,Pasco County,Florida,48.94,42,-4.06,53,
FL-103,Pinellas County,Florida,46.06,36,-5.47,51.53,
FL-105,Polk County,Florida,45.5,27,-6.23,51.73,
FL-107,Putnam County,Florida,56.07,83,2.92,53.15,
FL-109,St. Johns County,Florida,52.09,71,1.11,50.98,
FL-111,St. Lucie County,Florida,47.26,39,-5.52,52.78,
FL-113,Santa Rosa County,Florida,65.36,79,3.35,62.01,
FL-115,Sarasota County,Florida,45.53,31,-6.54,52.07,
FL-117,Seminole County,Florida,52.89,80,2.39,50.5,
FL-119,Sumter County,Florida,55.69,85,3.37,52.32,
FL-121,Suwannee County,Florida,54.53,77,1.39,53.14,
FL-123,Taylor County,Florida,55.28,69,-0.26,55.54,
FL-125,Union County,Florida,59.86,110,8.12,51.74,
FL-127,Volusia County,Florida,51.02,67,0.13,50.89,
FL-129,Wakulla County,Florida,63.18,91,5.01,58.17,
FL-131,Walton County,Florida,61.72,68,1.62,60.1,
FL-133,Washington County,Florida,61.33,85,4.01,57.32,
GA-001,Appling County,Georgia,42.86,35,-5.08,47.94,
GA-003,Atkinson County,Georgia,43.31,37,-5.43,48.74,
GA-005,Bacon County,Georgia,40.34,22,-7.85,48.19,
GA-007,Baker County,Georgia,48.99,51,-2.69,51.68,
GA-009,Baldwin County,Georgia,51.38,97,5.06,46.32,
GA-011,Banks County,Georgia,53.88,68,1.05,52.83,
GA-013,Barrow County,Georgia,50.75,64,0.21,50.54,
GA-015,Bartow County,Georgia,50.17,62,-1,51.17,
GA-017,Ben Hill County,Georgia,44.69,54,-2.82,47.51,
GA-019,Berrien County,Georgia,48.89,73,0.5,48.39,
GA-021,Bibb County,Georgia,51.06,94,4.75,46.31,
GA-023,Bleckley County,Georgia,48.64,76,1.77,46.87,
GA-025,Brantley County,Georgia,52.35,83,2.47,49.88,
GA-027,Brooks County,Georgia,51.26,67,-0.62,51.88,
GA-029,Bryan County,Georgia,44.16,39,-4.75,48.91,
GA-031,Bulloch County,Georgia,43.37,45,-4.12,47.49,
GA-033,Burke County,Georgia,40.95,39,-4.44,45.39,
GA-035,Butts County,Georgia,53.56,93,4.36,49.2,
GA-037,Calhoun County,Georgia,48.74,50,-3.12,51.86,
GA-039,Camden County,Georgia,50.25,60,-0.64,50.89,
GA-043,Candler County,Georgia,44.18,49,-2.73,46.91,
GA-045,Carroll County,Georgia,59.39,92,5.99,53.4,
GA-047,Catoosa County,Georgia,57.1,88,4.16,52.94,
GA-049,Charlton County,Georgia,52.72,80,2.48,50.24,
GA-051,Chatham County,Georgia,44.84,39,-4.15,48.99,
GA-053,Chattahoochee County,Georgia,51,81,2.38,48.62,
GA-055,Chattooga County,Georgia,57.12,79,2.32,54.8,
GA-057,Cherokee County,Georgia,52.81,64,-0.66,53.47,
GA-059,Clarke County,Georgia,44.59,40,-5.2,49.79,
GA-061,Clay County,Georgia,49.85,51,-2.31,52.16,
GA-063,Clayton County,Georgia,52.83,80,2.88,49.95,
GA-065,Clinch County,Georgia,48.94,68,-0.86,49.8,
GA-067,Cobb County,Georgia,50.23,60,-0.84,51.07,
GA-069,Coffee County,Georgia,42.1,33,-6.07,48.17,
GA-071,Colquitt County,Georgia,49.77,67,-0.38,50.15,
GA-073,Columbia County,Georgia,43.01,51,-2.92,45.93,
GA-075,Cook County,Georgia,50.23,76,0.99,49.24,
GA-077,Coweta County,Georgia,54.82,82,3.65,51.17,
GA-079,Crawford County,Georgia,49.17,79,1.17,48,
GA-081,Crisp County,Georgia,41.89,37,-5.08,46.97,
GA-083,Dade County,Georgia,61.14,95,7.02,54.12,
GA-085,Dawson County,Georgia,58.01,60,-1.24,59.25,
GA-087,Decatur County,Georgia,49.54,49,-4.03,53.57,
GA-089,DeKalb County,Georgia,51.76,71,1.38,50.38,
GA-091,Dodge County,Georgia,47.78,70,0.4,47.38,
GA-093,Dooly County,Georgia,44.78,55,-2.35,47.13,
GA-095,Dougherty County,Georgia,45.48,43,-3.89,49.37,
GA-097,Douglas County,Georgia,54.61,77,2.79,51.82,
GA-099,Early County,Georgia,53.21,68,0.19,53.02,
GA-101,Echols County,Georgia,54.76,87,3.87,50.89,
GA-103,Effingham County,Georgia,44.08,42,-4.11,48.19,
GA-105,Elbert County,Georgia,45.78,52,-2.56,48.34,
GA-107,Emanuel County,Georgia,44.05,55,-2.26,46.31,
GA-109,Evans County,Georgia,43.94,47,-3.53,47.47,
GA-111,Fannin County,Georgia,60.32,68,0.35,59.97,
GA-113,Fayette County,Georgia,52.21,79,2.23,49.98,
GA-115,Floyd County,Georgia,53.21,71,1.16,52.05,
GA-117,Forsyth County,Georgia,58.83,88,5.37,53.46,
GA-119,Franklin County,Georgia,46.06,46,-4.18,50.24,
GA-121,Fulton County,Georgia,52.95,75,2.13,50.82,
GA-123,Gilmer County,Georgia,58.99,55,-2.47,61.46,
GA-125,Glascock County,Georgia,45.6,66,-1.14,46.74,
GA-127,Glynn County,Georgia,49.55,62,-1.17,50.72,
GA-129,Gordon County,Georgia,52.54,66,-0.21,52.75,
GA-131,Grady County,Georgia,52.8,68,-0.98,53.78,
GA-133,Greene County,Georgia,45.51,52,-2.34,47.85,
GA-135,Gwinnett County,Georgia,54.26,76,3.12,51.14,
GA-137,Habersham County,Georgia,60.65,55,-2.9,63.55,
GA-139,Hall County,Georgia,58.11,75,3.55,54.56,
GA-141,Hancock County,Georgia,49.54,88,2.48,47.06,
GA-143,Haralson County,Georgia,58.17,88,5.03,53.14,
GA-145,Harris County,Georgia,53.06,74,1.76,51.3,
GA-147,Hart County,Georgia,44.45,43,-4.62,49.07,
GA-149,Heard County,Georgia,54.48,70,1.6,52.88,
GA-151,Henry County,Georgia,52.6,81,2.77,49.83,
GA-153,Houston County,Georgia,48.11,74,1.1,47.01,
GA-155,Irwin County,Georgia,46.11,60,-1.45,47.56,
GA-157,Jackson County,Georgia,50.83,66,0.36,50.47,
GA-159,Jasper County,Georgia,55.32,100,6.48,48.84,
GA-161,Jeff Davis County,Georgia,42.65,41,-4.68,47.33,
GA-163,Jefferson County,Georgia,43.22,49,-2.89,46.11,
GA-165,Jenkins County,Georgia,40.46,37,-5.73,46.19,
GA-167,Johnson County,Georgia,47.02,74,0.76,46.26,
GA-169,Jones County,Georgia,52.47,103,5.56,46.91,
GA-171,Lamar County,Georgia,51.57,75,1.8,49.77,
GA-173,Lanier County,Georgia,48.41,62,-1.15,49.56,
GA-175,Laurens County,Georgia,48.87,80,2.26,46.61,
GA-177,Lee County,Georgia,41.96,31,-6.67,48.63,
GA-179,Liberty County,Georgia,44.07,37,-5.09,49.16,
