"show","episode","season","episode_num","startYear","runtimeMinutes","ep_rating","ep_votes","show_rating","show_votes"
"Fargo","Who Rules the Land of Denial?",3,8,2017,52,8.9,5601,8.9,373837
"Fargo","Aporia",3,9,2017,51,8.8,4783,8.9,373837
"Fargo","Somebody to Love",3,10,2017,53,8.5,5234,8.9,373837
"Fargo","Welcome to the Alternate Economy",4,1,2020,62,7.2,4419,8.9,373837
"Fargo","The Land of Taking and Killing",4,2,2020,58,7.2,3453,8.9,373837
"Fargo","Raddoppiarlo",4,3,2020,62,7.4,3072,8.9,373837
"Fargo","The Pretend War",4,4,2020,56,7.4,2816,8.9,373837
"Fargo","The Birthplace of Civilization",4,5,2020,60,7.4,2756,8.9,373837
"Fargo","Camp Elegance",4,6,2020,46,7.5,2565,8.9,373837
"Fargo","Lay Away",4,7,2020,43,7.3,2438,8.9,373837
"Fargo","The Nadir",4,8,2020,51,8,2591,8.9,373837
"Fargo","East/West",4,9,2020,51,7.7,3078,8.9,373837
"Fargo","Happy",4,10,2020,53,7.8,2352,8.9,373837
"Fargo","Storia Americana",4,11,2020,39,7.3,2601,8.9,373837
"Better Call Saul","Uno",1,1,2015,54,8.5,19597,8.9,526118
"Better Call Saul","Mijo",1,2,2015,46,8.9,18561,8.9,526118
"Better Call Saul","Nacho",1,3,2015,48,8.7,15741,8.9,526118
"Better Call Saul","Hero",1,4,2015,47,8.4,14229,8.9,526118
"Better Call Saul","Alpine Shepherd Boy",1,5,2015,45,8,13744,8.9,526118
"Better Call Saul","Five-O",1,6,2015,42,9.4,21527,8.9,526118
"Better Call Saul","Bingo",1,7,2015,47,8.6,13115,8.9,526118
"Better Call Saul","RICO",1,8,2015,47,8.7,12836,8.9,526118
"Better Call Saul","Pimento",1,9,2015,47,9.4,17398,8.9,526118
"Better Call Saul","Marco",1,10,2015,50,8.6,13643,8.9,526118
"Better Call Saul","Switch",2,1,2016,46,8.2,11693,8.9,526118
"Better Call Saul","Cobbler",2,2,2016,47,8.5,10822,8.9,526118
"Better Call Saul","Amarillo",2,3,2016,42,8.2,10371,8.9,526118
"Better Call Saul","Gloves Off",2,4,2016,43,8.9,11248,8.9,526118
"Better Call Saul","Rebecca",2,5,2016,45,8,10279,8.9,526118
"Better Call Saul","Bali Ha'i",2,6,2016,46,8.4,10073,8.9,526118
"Better Call Saul","Inflatable",2,7,2016,42,8.4,9975,8.9,526118
"Better Call Saul","Fifi",2,8,2016,48,8.3,9854,8.9,526118
"Better Call Saul","Nailed",2,9,2016,49,9.3,12420,8.9,526118
"Better Call Saul","Klick",2,10,2016,48,9,11303,8.9,526118
"Better Call Saul","Mabel",3,1,2017,51,8.1,10790,8.9,526118
"Better Call Saul","Witness",3,2,2017,51,9,11334,8.9,526118
"Better Call Saul","Sunk Costs",3,3,2017,45,8.5,9903,8.9,526118
"Better Call Saul","Sabrosito",3,4,2017,47,8.9,10741,8.9,526118
"Better Call Saul","Chicanery",3,5,2017,49,9.7,22783,8.9,526118
"Better Call Saul","Off Brand",3,6,2017,47,8.5,9745,8.9,526118
"Better Call Saul","Expenses",3,7,2017,52,8.2,9485,8.9,526118
"Better Call Saul","Slip",3,8,2017,48,8.5,9426,8.9,526118
"Better Call Saul","Fall",3,9,2017,49,8.8,9862,8.9,526118
"Better Call Saul","Lantern",3,10,2017,56,9.2,12234,8.9,526118
"Better Call Saul","Smoke",4,1,2018,49,8.2,10151,8.9,526118
"Better Call Saul","Breathe",4,2,2018,45,8.8,10226,8.9,526118
"Better Call Saul","Something Beautiful",4,3,2018,43,8.5,9364,8.9,526118
"Better Call Saul","Talk",4,4,2018,47,8.2,9233,8.9,526118
"Better Call Saul","Quite a Ride",4,5,2018,52,8.5,9334,8.9,526118
"Better Call Saul","Piñata",4,6,2018,46,8.5,9201,8.9,526118
"Better Call Saul","Something Stupid",4,7,2018,42,8.3,9156,8.9,526118
"Better Call Saul","Coushatta",4,8,2018,52,8.8,9826,8.9,526118
"Better Call Saul","Wiedersehen",4,9,2018,54,9.1,10224,8.9,526118
"Better Call Saul","Winner",4,10,2018,61,9.5,15057,8.9,526118
"Better Call Saul","Magic Man",5,1,2020,54,8.7,11596,8.9,526118
"Better Call Saul","50% Off",5,2,2020,46,8.7,10986,8.9,526118
"Better Call Saul","The Guy for This",5,3,2020,53,9,11563,8.9,526118
"Better Call Saul","Namaste",5,4,2020,45,8.5,10314,8.9,526118
"Better Call Saul","Dedicado a Max",5,5,2020,50,8.5,10486,8.9,526118
"Better Call Saul","Wexler v. Goodman",5,6,2020,50,9.3,13363,8.9,526118
"Better Call Saul","JMM",5,7,2020,47,9,12082,8.9,526118
"Better Call Saul","Bagman",5,8,2020,54,9.7,22839,8.9,526118
"Better Call Saul","Bad Choice Road",5,9,2020,59,9.7,22715,8.9,526118
"Better Call Saul","Something Unforgivable",5,10,2020,59,9.3,16031,8.9,526118
"Better Call Saul","Wine and Roses",6,1,2022,60,8.8,16602,8.9,526118
"Better Call Saul","Carrot and Stick",6,2,2022,61,9.1,16732,8.9,526118
"Better Call Saul","Rock and Hard Place",6,3,2022,47,9.7,27418,8.9,526118
"Better Call Saul","Hit and Run",6,4,2022,45,8.6,14639,8.9,526118
"Better Call Saul","Black and Blue",6,5,2022,52,8.1,14137,8.9,526118
"Better Call Saul","Axe and Grind",6,6,2022,44,8.2,13771,8.9,526118
"Better Call Saul","Plan and Execution",6,7,2022,50,9.9,46192,8.9,526118
"Better Call Saul","Point and Shoot",6,8,2022,50,9.7,33123,8.9,526118
"Better Call Saul","Fun and Games",6,9,2022,56,9.4,21664,8.9,526118
"Better Call Saul","Nippy",6,10,2022,52,8.5,20929,8.9,526118
"Better Call Saul","Breaking Bad",6,11,2022,57,9,22423,8.9,526118
"Better Call Saul","Waterworks",6,12,2022,58,9.5,23953,8.9,526118
"Better Call Saul","Saul Gone",6,13,2022,69,9.8,47486,8.9,526118
"BoJack Horseman","BoJack Horseman: The BoJack Horseman Story, Chapter One",1,1,2014,25,7.1,5391,8.8,157628
"BoJack Horseman","BoJack Hates the Troops",1,2,2014,25,7.6,4791,8.8,157628
"BoJack Horseman","Prickly Muffin",1,3,2014,25,7.3,4354,8.8,157628
"BoJack Horseman","Zoës and Zeldas",1,4,2014,25,7.4,4176,8.8,157628
"BoJack Horseman","Live Fast, Diane Nguyen",1,5,2014,25,7.4,4011,8.8,157628
"BoJack Horseman","Our A-Story Is a 'D' Story",1,6,2014,25,7.8,4023,8.8,157628
"BoJack Horseman","Say Anything",1,7,2014,25,7.9,4048,8.8,157628
"BoJack Horseman","The Telescope",1,8,2014,25,8.5,4605,8.8,157628
"BoJack Horseman","Horse Majeure",1,9,2014,25,7.8,3810,8.8,157628
"BoJack Horseman","One Trick Pony",1,10,2014,25,7.6,3745,8.8,157628
"BoJack Horseman","Downer Ending",1,11,2014,25,9.1,6173,8.8,157628
"BoJack Horseman","Later",1,12,2014,26,8.3,4155,8.8,157628
"BoJack Horseman","BoJack Horseman Christmas Special: Sabrina's Christmas Wish",2,0,2014,25,7.1,2589,8.8,157628
"BoJack Horseman","Brand New Couch",2,1,2015,26,8,3757,8.8,157628
"BoJack Horseman","Yesterdayland",2,2,2015,26,7.8,3529,8.8,157628
"BoJack Horseman","Still Broken",2,3,2015,25,7.9,3511,8.8,157628
"BoJack Horseman","After the Party",2,4,2015,26,7.9,3523,8.8,157628
"BoJack Horseman","Chickens",2,5,2015,26,7.8,3673,8.8,157628
"BoJack Horseman","Higher Love",2,6,2015,25,7.6,3322,8.8,157628
"BoJack Horseman","Hank After Dark",2,7,2015,26,8.2,3613,8.8,157628
"BoJack Horseman","Let's Find Out",2,8,2015,25,8.8,4424,8.8,157628
"BoJack Horseman","The Shot",2,9,2015,26,8.2,3501,8.8,157628
"BoJack Horseman","Yes And",2,10,2015,26,8.4,3715,8.8,157628
"BoJack Horseman","Escape from L.A.",2,11,2015,25,9.3,6242,8.8,157628
"BoJack Horseman","Out to Sea",2,12,2015,25,8.5,3757,8.8,157628
"BoJack Horseman","Start Spreading the News",3,1,2016,25,7.8,3254,8.8,157628
"BoJack Horseman","The BoJack Horseman Show",3,2,2016,26,8,3383,8.8,157628
"BoJack Horseman","BoJack Kills",3,3,2016,26,7.4,3230,8.8,157628
"BoJack Horseman","Fish Out of Water",3,4,2016,25,9.6,9924,8.8,157628
"BoJack Horseman","Love And/Or Marriage",3,5,2016,26,8.1,3329,8.8,157628
"BoJack Horseman","Brrap Brrap Pew Pew",3,6,2016,25,8.1,3569,8.8,157628
"BoJack Horseman","Stop the Presses",3,7,2016,26,8.3,3404,8.8,157628
"BoJack Horseman","Old Acquaintance",3,8,2016,26,7.8,3104,8.8,157628
"BoJack Horseman","Best Thing That Ever Happened",3,9,2016,25,8.5,3560,8.8,157628
"BoJack Horseman","It's You",3,10,2016,26,8.7,3856,8.8,157628
"BoJack Horseman","That's Too Much, Man!",3,11,2016,25,9.6,7669,8.8,157628
"BoJack Horseman","That Went Well",3,12,2016,26,8.9,4339,8.8,157628
"BoJack Horseman","See Mr. Peanutbutter Run",4,1,2017,26,7.6,3395,8.8,157628
"BoJack Horseman","The Old Sugarman Place",4,2,2017,25,9.3,6230,8.8,157628
"BoJack Horseman","Hooray! Todd Episode!",4,3,2017,26,8.4,3671,8.8,157628
"BoJack Horseman","Commence Fracking",4,4,2017,26,7.7,3136,8.8,157628
"BoJack Horseman","Thoughts and Prayers",4,5,2017,26,8.1,3418,8.8,157628
"BoJack Horseman","Stupid Piece of Sh*t",4,6,2017,26,9.1,5330,8.8,157628
"BoJack Horseman","Underground",4,7,2017,26,8.1,3396,8.8,157628
"BoJack Horseman","The Judge",4,8,2017,26,7.5,3040,8.8,157628
"BoJack Horseman","Ruthie",4,9,2017,26,8.9,4657,8.8,157628
"BoJack Horseman","lovin that cali lifestyle!!",4,10,2017,26,8.4,3326,8.8,157628
"BoJack Horseman","Time's Arrow",4,11,2017,25,9.8,11343,8.8,157628
"BoJack Horseman","What Time Is It Right Now",4,12,2017,26,8.9,3979,8.8,157628
"BoJack Horseman","The Light Bulb Scene",5,1,2018,26,8,3272,8.8,157628
"BoJack Horseman","The Dog Days Are Over",5,2,2018,27,9,4419,8.8,157628
"BoJack Horseman","Planned Obsolescence",5,3,2018,26,8,3192,8.8,157628
"BoJack Horseman","BoJack the Feminist",5,4,2018,26,8.1,3232,8.8,157628
"BoJack Horseman","The Amelia Earhart Story",5,5,2018,26,8.4,3403,8.8,157628
"BoJack Horseman","Free Churro",5,6,2018,26,9.8,15445,8.8,157628
"BoJack Horseman","INT. SUB",5,7,2018,26,8.8,3901,8.8,157628
"BoJack Horseman","Mr. Peanutbutter's Boos",5,8,2018,26,8.5,3311,8.8,157628
"BoJack Horseman","Ancient History",5,9,2018,26,8.2,3016,8.8,157628
"BoJack Horseman","Head in the Clouds",5,10,2018,26,8.9,3571,8.8,157628
"BoJack Horseman","The Showstopper",5,11,2018,26,9.6,5783,8.8,157628
"BoJack Horseman","The Stopped Show",5,12,2018,26,9,3650,8.8,157628
"BoJack Horseman","A Horse Walks into a Rehab",6,1,2019,25,9,3850,8.8,157628
"BoJack Horseman","The New Client",6,2,2019,26,8.5,3290,8.8,157628
"BoJack Horseman","Feel-Good Story",6,3,2019,26,8,3036,8.8,157628
"BoJack Horseman","Surprise!",6,4,2019,26,9,3597,8.8,157628
"BoJack Horseman","A Little Uneven, Is All",6,5,2019,26,8,2778,8.8,157628
"BoJack Horseman","The Kidney Stays in the Picture",6,6,2019,26,8.1,2833,8.8,157628
"BoJack Horseman","The Face of Depression",6,7,2019,27,9.3,4345,8.8,157628
"BoJack Horseman","A Quick One, While He's Away",6,8,2019,26,8.5,3086,8.8,157628
"BoJack Horseman","Intermediate Scene Study w/ BoJack Horseman",6,9,2020,26,8.3,2898,8.8,157628
"BoJack Horseman","Good Damage",6,10,2020,26,8.9,3347,8.8,157628
"BoJack Horseman","Sunk Cost and All That",6,11,2020,26,8.6,2859,8.8,157628
"BoJack Horseman","Xerox of a Xerox",6,12,2020,26,9.2,3517,8.8,157628
"BoJack Horseman","The Horny Unicorn",6,13,2020,26,8.6,2879,8.8,157628
"BoJack Horseman","Angela",6,14,2020,26,8.9,3262,8.8,157628
"BoJack Horseman","The View from Halfway Down",6,15,2020,26,9.9,16737,8.8,157628
"BoJack Horseman","Nice While It Lasted",6,16,2020,27,9.5,6481,8.8,157628
"Haikyu!!","The End & the Beginning",1,1,2014,24,8.1,635,8.7,25946
"Haikyu!!","Karasuno High School Volleyball Club",1,2,2014,24,7.8,541,8.7,25946
"Haikyu!!","The Formidable Ally",1,3,2014,24,8,515,8.7,25946
"Haikyu!!","The View from the Summit",1,4,2014,24,8.6,537,8.7,25946
"Haikyu!!","A Coward's Anxiety",1,5,2014,24,7.9,478,8.7,25946
"Haikyu!!","An Interesting Team",1,6,2014,24,8.3,460,8.7,25946
"Haikyu!!","Versus the Great King",1,7,2014,24,8.5,463,8.7,25946
"Haikyu!!","He Who Is Called ""Ace""",1,8,2014,24,8.4,451,8.7,25946
"Haikyu!!","A Toss to the Ace",1,9,2014,24,8.7,500,8.7,25946
"Haikyu!!","Yearning",1,10,2014,24,8.2,426,8.7,25946
"Haikyu!!","Decision",1,11,2014,24,7.9,423,8.7,25946
"Haikyu!!","The Neko-Karasu Reunion",1,12,2014,24,8.4,410,8.7,25946
"Haikyu!!","Rival",1,13,2014,24,8.8,494,8.7,25946
"Haikyu!!","Formidable Opponents",1,14,2014,24,8,420,8.7,25946
"Haikyu!!","Revival",1,15,2014,24,8.6,444,8.7,25946
"Haikyu!!","Winners and Losers",1,16,2014,24,8.7,459,8.7,25946
"Haikyu!!","The Iron Wall",1,17,2014,24,9.2,557,8.7,25946
"Haikyu!!","Guarding Your Back",1,18,2014,24,9.1,515,8.7,25946
"Haikyu!!","Conductors",1,19,2014,24,8.5,416,8.7,25946
"Haikyu!!","Oikawa Toru is not a Genius",1,20,2014,24,8.8,455,8.7,25946
"Haikyu!!","Senpai's True Abilities",1,21,2014,24,8.6,421,8.7,25946
"Haikyu!!","Evolution",1,22,2014,24,8.8,440,8.7,25946
"Haikyu!!","The Point That Changes the Momentum",1,23,2014,24,9.2,481,8.7,25946
"Haikyu!!","Removing the ""Solitary King""",1,24,2014,24,9.3,589,8.7,25946
"Haikyu!!","The Third Day",1,25,2014,24,8.6,427,8.7,25946
"Haikyu!!","OVA: The Arrival of Haiba Lev",1,26,2014,NA,7.5,187,8.7,25946
"Haikyu!!","Let's Go to Tokyo!!",2,1,2015,24,8.5,440,8.7,25946
"Haikyu!!","Direct Sunlight",2,2,2015,24,8.1,376,8.7,25946
"Haikyu!!","Townsperson B",2,3,2015,24,8.5,381,8.7,25946
"Haikyu!!","Center Ace",2,4,2015,24,8.1,351,8.7,25946
"Haikyu!!","Greed",2,5,2015,24,8.2,361,8.7,25946
"Haikyu!!","Tempo",2,6,2015,24,8.3,355,8.7,25946
"Haikyu!!","Moonrise",2,7,2015,24,8.1,342,8.7,25946
"Haikyu!!","Illusionary Hero",2,8,2015,24,8.5,372,8.7,25946
"Haikyu!!","VS. ""Umbrella""",2,9,2015,24,8.2,335,8.7,25946
"Haikyu!!","Cogs",2,10,2015,24,8.8,370,8.7,25946
"Haikyu!!","Above",2,11,2015,24,8.4,336,8.7,25946
"Haikyu!!","Let the Games Begin!",2,12,2015,24,8.4,337,8.7,25946
"Haikyu!!","A Simple and Pure Strength",2,13,2015,24,8.5,330,8.7,25946
"Haikyu!!","Still Growing",2,14,2016,24,8.3,325,8.7,25946
"Haikyu!!","Place to Play",2,15,2016,24,8.3,323,8.7,25946
"Haikyu!!","Next",2,16,2016,24,8.6,333,8.7,25946
"Haikyu!!","The Battle Without Will Power",2,17,2016,24,8.3,327,8.7,25946
"Haikyu!!","The Losers",2,18,2016,24,8.5,341,8.7,25946
"Haikyu!!","The Iron Wall Can Be Rebuilt Again and Again",2,19,2016,24,8.2,329,8.7,25946
"Haikyu!!","Wiping Out",2,20,2016,24,8.9,369,8.7,25946
"Haikyu!!","The Destroyer",2,21,2016,24,8.9,357,8.7,25946
"Haikyu!!","The Former Coward's Fight",2,22,2016,24,9.2,429,8.7,25946
"Haikyu!!","Team",2,23,2016,24,9,392,8.7,25946
"Haikyu!!","The Absolute Limit Switch",2,24,2016,24,9.8,1443,8.7,25946
"Haikyu!!","Declaration of War",2,25,2016,23,9,415,8.7,25946
"Haikyu!!","OVA: VS Failing Grades",2,26,2016,NA,7.2,148,8.7,25946
"Haikyu!!","Greetings",3,1,2016,24,8.6,442,8.7,25946
"Haikyu!!","The Threat of 'Left'",3,2,2016,24,8.8,411,8.7,25946
"Haikyu!!","Guess-Monster",3,3,2016,24,9.1,447,8.7,25946
"Haikyu!!","The Halo Around the Moon",3,4,2016,24,9.7,896,8.7,25946
"Haikyu!!","Individual VS Numbers",3,5,2016,24,8.9,402,8.7,25946
"Haikyu!!","The Chemical Change of Encounters",3,6,2016,24,9.1,408,8.7,25946
"Haikyu!!","Obsession",3,7,2016,24,8.8,409,8.7,25946
"Haikyu!!","An Annoying Guy",3,8,2016,24,9.2,436,8.7,25946
"Haikyu!!","The Volleyball Idiots",3,9,2016,24,9.6,668,8.7,25946
"Haikyu!!","The Battle of Concepts",3,10,2016,24,9.8,975,8.7,25946
"Haikyu!!","Self-Introduction",4,1,2020,NA,8.3,410,8.7,25946
"Haikyu!!","Lost",4,2,2020,NA,8,350,8.7,25946
"Haikyu!!","Perspective",4,3,2020,NA,8.5,365,8.7,25946
"Haikyu!!","Take It Easy",4,4,2020,NA,8.4,360,8.7,25946
"Haikyu!!","Hunger",4,5,2020,NA,8.2,334,8.7,25946
"Haikyu!!","Enhancements",4,6,2020,NA,8.3,326,8.7,25946
"Haikyu!!","Return",4,7,2020,NA,8.3,341,8.7,25946
"Haikyu!!","Challenger",4,8,2020,NA,8.1,324,8.7,25946
"Haikyu!!","Everyone's Night",4,9,2020,NA,8.6,372,8.7,25946
"Haikyu!!","Battle Lines",4,10,2020,NA,8.6,340,8.7,25946
"Haikyu!!","A Chance to Connect",4,11,2020,NA,8.9,373,8.7,25946
"Haikyu!!","Vivid",4,12,2020,NA,8.7,356,8.7,25946
"Haikyu!!","The Second Day",4,13,2020,NA,9,414,8.7,25946
"Haikyu!!","Rhythm",4,14,2020,NA,8.8,434,8.7,25946
"Haikyu!!","Found",4,15,2020,NA,8.1,376,8.7,25946
"Haikyu!!","Broken Heart",4,16,2020,NA,9.4,592,8.7,25946
"Haikyu!!","Cats vs. Monkeys",4,17,2020,NA,7.9,348,8.7,25946
"Haikyu!!","Trap",4,18,2020,NA,8.6,370,8.7,25946
"Haikyu!!","The Ultimate Challengers",4,19,2020,NA,8.3,350,8.7,25946
"Haikyu!!","Leader",4,20,2020,NA,8.7,412,8.7,25946
"Haikyu!!","Hero",4,21,2020,NA,8.7,408,8.7,25946
"Haikyu!!","Pitons",4,22,2020,NA,9.6,794,8.7,25946
"Haikyu!!","The Birth of the Serene King",4,23,2020,NA,9.2,518,8.7,25946
"Haikyu!!","Monsters' Ball",4,24,2020,NA,9.7,1359,8.7,25946
"Haikyu!!","The Promised Land",4,25,2020,NA,8.8,467,8.7,25946
"Haikyu!!","Episode #4.26",4,26,2020,NA,9.7,16,8.7,25946
"Twin Peaks","Part 1",1,1,2017,59,8.6,6095,8.5,68192
"Twin Peaks","Part 2",1,2,2017,53,8.6,5576,8.5,68192
"Twin Peaks","Part 3",1,3,2017,57,8.4,5173,8.5,68192
"Twin Peaks","Part 4",1,4,2017,55,8.5,4975,8.5,68192
"Twin Peaks","Part 5",1,5,2017,56,8.1,4481,8.5,68192
"Twin Peaks","Part 6",1,6,2017,56,8.1,4252,8.5,68192
"Twin Peaks","Part 7",1,7,2017,56,8.6,4408,8.5,68192
"Twin Peaks","Part 8",1,8,2017,56,8.7,7227,8.5,68192
"Twin Peaks","Part 9",1,9,2017,58,8.3,3806,8.5,68192
"Twin Peaks","Part 10",1,10,2017,53,8.1,3714,8.5,68192
"Twin Peaks","Part 11",1,11,2017,57,8.9,4203,8.5,68192
"Twin Peaks","Part 12",1,12,2017,55,7.6,3731,8.5,68192
"Twin Peaks","Part 13",1,13,2017,59,8.3,3616,8.5,68192
"Twin Peaks","Part 14",1,14,2017,56,8.9,3957,8.5,68192
"Twin Peaks","Part 15",1,15,2017,55,8.7,3689,8.5,68192
"Twin Peaks","Part 16",1,16,2017,57,9.5,5291,8.5,68192
"Twin Peaks","Part 17",1,17,2017,59,9.3,4387,8.5,68192
"Twin Peaks","Part 18",1,18,2017,57,8.7,4289,8.5,68192
"Yellowstone","Daybreak",1,1,2018,92,8.3,3538,8.7,139387
"Yellowstone","Kill the Messenger",1,2,2018,54,8,2439,8.7,139387
"Yellowstone","No Good Horses",1,3,2018,48,8.3,2250,8.7,139387
"Yellowstone","The Long Black Train",1,4,2018,43,8.1,2116,8.7,139387
"Yellowstone","Coming Home",1,5,2018,52,8.2,2039,8.7,139387
"Yellowstone","The Remembering",1,6,2018,42,8.1,1938,8.7,139387
"Yellowstone","A Monster Is Among Us",1,7,2018,49,8.3,1904,8.7,139387
"Yellowstone","The Unravelling: Part 1",1,8,2018,41,8.4,1851,8.7,139387
"Yellowstone","The Unravelling: Part 2",1,9,2018,46,8.5,2010,8.7,139387
"Yellowstone","A Thundering",2,1,2019,47,8.4,1979,8.7,139387
"Yellowstone","New Beginnings",2,2,2019,47,8.2,1775,8.7,139387
"Yellowstone","The Reek of Desperation",2,3,2019,47,8,1677,8.7,139387
"Yellowstone","Only Devils Left",2,4,2019,46,8.5,1695,8.7,139387
"Yellowstone","Touching Your Enemy",2,5,2019,44,8.3,1659,8.7,139387
"Yellowstone","Blood the Boy",2,6,2019,49,8.6,1717,8.7,139387
"Yellowstone","Resurrection Day",2,7,2019,48,9.3,2506,8.7,139387
"Yellowstone","Behind Us Only Grey",2,8,2019,47,8.4,1684,8.7,139387
"Yellowstone","Enemies by Monday",2,9,2019,42,9,1846,8.7,139387
"Yellowstone","Sins of the Father",2,10,2019,47,9,2132,8.7,139387
"Yellowstone","You're the Indian Now",3,1,2020,40,8,1714,8.7,139387
"Yellowstone","Freight Trains and Monsters",3,2,2020,47,8.1,1566,8.7,139387
"Yellowstone","An Acceptable Surrender",3,3,2020,39,8.3,1528,8.7,139387
"Yellowstone","Going Back to Cali",3,4,2020,46,8.5,1600,8.7,139387
"Yellowstone","Cowboys and Dreamers",3,5,2020,43,8.3,1515,8.7,139387
"Yellowstone","All for Nothing",3,6,2020,37,8,1479,8.7,139387
"Yellowstone","The Beating",3,7,2020,43,8.4,1458,8.7,139387
"Yellowstone","I Killed a Man Today",3,8,2020,44,8.6,1558,8.7,139387
"Yellowstone","Meaner Than Evil",3,9,2020,43,8.9,1728,8.7,139387
"Yellowstone","The World Is Purple",3,10,2020,47,9.2,2331,8.7,139387
"Yellowstone","Half the Money",4,1,2021,60,9.3,3198,8.7,139387
"Yellowstone","Phantom Pain",4,2,2021,50,8.6,2091,8.7,139387
"Yellowstone","All I See Is You",4,3,2021,49,8.2,1722,8.7,139387
"Yellowstone","Winning or Learning",4,4,2021,50,8.2,1649,8.7,139387
"Yellowstone","Under a Blanket of Red",4,5,2021,46,7.9,1776,8.7,139387
"Yellowstone","I Want to Be Him",4,6,2021,49,8.1,1523,8.7,139387
"Yellowstone","Keep the Wolves Close",4,7,2021,55,8.3,1543,8.7,139387
"Yellowstone","No Kindness for the Coward",4,8,2021,46,8,1486,8.7,139387
"Yellowstone","No Such Thing as Fair",4,9,2021,58,7.7,1465,8.7,139387
"Yellowstone","Grass on the Streets and Weeds on the Rooftops",4,10,2022,77,8.2,1922,8.7,139387
"Yellowstone","One Hundred Years Is Nothing",5,1,2022,65,8.2,1156,8.7,139387
"Yellowstone","The Sting of Wisdom",5,2,2022,60,8,895,8.7,139387
"Yellowstone","Tall Drink of Water",5,3,2022,54,8,706,8.7,139387
"Yellowstone","Horses in Heaven",5,4,2022,59,8.1,567,8.7,139387
"Yellowstone","Watch 'Em Ride Away",5,5,2022,52,8,579,8.7,139387
"Undercover","Episode #1.1",1,1,2015,29,6.9,13,5.7,127
"Undercover","Episode #1.5",1,5,2015,29,7.8,6,5.7,127
"Undercover","Episode #1.6",1,6,2015,28,7.6,7,5.7,127
"Stranger Things","Chapter One: The Vanishing of Will Byers",1,1,2016,47,8.5,25182,8.7,1180858
"Stranger Things","Chapter Two: The Weirdo on Maple Street",1,2,2016,55,8.4,22351,8.7,1180858
"Stranger Things","Chapter Three: Holly, Jolly",1,3,2016,51,8.8,22188,8.7,1180858
"Stranger Things","Chapter Four: The Body",1,4,2016,49,8.9,21773,8.7,1180858
"Stranger Things","Chapter Five: The Flea and the Acrobat",1,5,2016,52,8.7,20633,8.7,1180858
"Stranger Things","Chapter Six: The Monster",1,6,2016,46,8.8,20515,8.7,1180858
"Stranger Things","Chapter Seven: The Bathtub",1,7,2016,41,9,21394,8.7,1180858
"Stranger Things","Chapter Eight: The Upside Down",1,8,2016,54,9.3,25212,8.7,1180858
"Stranger Things","Chapter One: MADMAX",2,1,2017,48,8.2,19859,8.7,1180858
"Stranger Things","Chapter Two: Trick or Treat, Freak",2,2,2017,56,8.3,18549,8.7,1180858
"Stranger Things","Chapter Three: The Pollywog",2,3,2017,51,8.5,18175,8.7,1180858
"Stranger Things","Chapter Four: Will the Wise",2,4,2017,46,8.5,17943,8.7,1180858
"Stranger Things","Chapter Five: Dig Dug",2,5,2017,58,8.8,18340,8.7,1180858
"Stranger Things","Chapter Six: The Spy",2,6,2017,51,9.1,19633,8.7,1180858
"Stranger Things","Chapter Seven: The Lost Sister",2,7,2017,45,6.1,27957,8.7,1180858
"Stranger Things","Chapter Eight: The Mind Flayer",2,8,2017,47,9.2,21333,8.7,1180858
"Stranger Things","Chapter Nine: The Gate",2,9,2017,62,9.3,23868,8.7,1180858
"Stranger Things","Chapter One: Suzie, Do You Copy?",3,1,2019,50,7.8,21220,8.7,1180858
"Stranger Things","Chapter Two: The Mall Rats",3,2,2019,50,7.9,19221,8.7,1180858
"Stranger Things","Chapter Three: The Case of the Missing Lifeguard",3,3,2019,49,8.3,18618,8.7,1180858
"Stranger Things","Chapter Four: The Sauna Test",3,4,2019,52,8.8,19982,8.7,1180858
"Stranger Things","Chapter Five: The Flayed",3,5,2019,51,8.5,18194,8.7,1180858
"Stranger Things","Chapter Six: E Pluribus Unum",3,6,2019,59,8.5,18343,8.7,1180858
"Stranger Things","Chapter Seven: The Bite",3,7,2019,55,8.7,18959,8.7,1180858
"Stranger Things","Chapter Eight: The Battle of Starcourt",3,8,2019,76,9.2,28827,8.7,1180858
"Stranger Things","Chapter One: The Hellfire Club",4,1,2022,78,8.1,21479,8.7,1180858
"Stranger Things","Chapter Two: Vecna's Curse",4,2,2022,77,8.1,18677,8.7,1180858
"Stranger Things","Chapter Three: The Monster and the Superhero",4,3,2022,63,8.3,18000,8.7,1180858
"Stranger Things","Chapter Four: Dear Billy",4,4,2022,78,9.4,33847,8.7,1180858
"Stranger Things","Chapter Five: The Nina Project",4,5,2022,76,8.1,17201,8.7,1180858
"Stranger Things","Chapter Six: The Dive",4,6,2022,75,8.5,17548,8.7,1180858
"Stranger Things","Chapter Seven: The Massacre at Hawkins Lab",4,7,2022,98,9.6,37400,8.7,1180858
"Stranger Things","Chapter Eight: Papa",4,8,2022,85,8.6,19419,8.7,1180858
"Stranger Things","Chapter Nine: The Piggyback",4,9,2022,139,9.1,29590,8.7,1180858
"The Crown","Wolferton Splash",1,1,2016,56,8.2,6451,8.7,217296
"The Crown","Hyde Park Corner",1,2,2016,61,9,6546,8.7,217296
"The Crown","Windsor",1,3,2016,59,8.1,5137,8.7,217296
"The Crown","Act of God",1,4,2016,57,8.6,5293,8.7,217296
