"track","artist","genre","total_words","good_words","unique_words"
"Rumors","Lindsay Lohan","DANCE POP",333,73,37
"Bye Bye Bye","*NSYNC","DANCE POP",377,133,24
"Secret Love Song","Little Mix","DANCE POP",98,14,13
"Potential Breakup Song","Aly & AJ","DANCE POP",86,45,11
"Believe","Cher","DANCE POP",122,32,7
"Sweet Talker","Years & Years","DANCE POP",250,79,16
"Frozen","Madonna","DANCE POP",8,4,4
"Impossible","Shontelle","DANCE POP",164,56,21
"So Sick","Ne-Yo","DANCE POP",277,83,30
"Never Be The Same Again","Melanie C","DANCE POP",478,97,78
"Luxury","Azealia Banks","DANCE POP",54,16,14
"Starving","Hailee Steinfeld","DANCE POP",25,6,6
"Habits (Stay High)","Tove Lo","DANCE POP",6,4,4
"Scars To Your Beautiful","Alessia Cara","DANCE POP",89,23,11
"Don't Go Yet","Camila Cabello","DANCE POP",160,53,19
"Bad Boys (feat. Flo Rida)","Alexandra Burke","DANCE POP",350,137,64
"Lean On Me","Cheat Codes","DANCE POP",185,60,14
"Murder On The Dancefloor","Sophie Ellis-Bextor","DANCE POP",103,41,14
"So Close","NOTD","DANCE POP",62,19,17
"I Love It","Icona Pop","DANCE POP",45,15,4
"Sit Still, Look Pretty","Daya","DANCE POP",5,3,3
"Don’t Wake Me Up","Jonas Blue","DANCE POP",284,118,36
"5, 6, 7, 8","Steps","DANCE POP",122,74,25
"Sucker","Jonas Brothers","DANCE POP",318,78,32
"Ghost","Ella Henderson","DANCE POP",80,20,10
"Barbie Girl","Aqua","DANCE POP",22,8,7
"Whataya Want from Me","Adam Lambert","DANCE POP",212,43,16
"Party In The U.S.A.","Miley Cyrus","DANCE POP",261,104,47
"I'll Be There","Jess Glynne","DANCE POP",265,29,15
"I Took A Pill In Ibiza - Seeb Remix","Mike Posner","DANCE POP",191,100,89
"Let Me Love You","Mario","DANCE POP",193,38,12
"Don't Speak","No Doubt","DANCE POP",27,19,7
"Heartbreak Anthem (with David Guetta & Little Mix)","Galantis","DANCE POP",492,370,333
"Wild Side (feat. Cardi B)","Normani","DANCE POP",507,349,310
"Title","Meghan Trainor","DANCE POP",90,22,13
"Last Friday Night (T.G.I.F.)","Katy Perry","DANCE POP",34,10,5
"Girls Like (feat. Zara Larsson)","Tinie Tempah","DANCE POP",478,314,177
"Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)","Felix Jaehn","DANCE POP",277,213,189
"Luz Sin Gravedad","Belinda","DANCE POP",17,16,16
"Timber (feat. Ke$ha)","Pitbull","DANCE POP",375,188,59
"Strut - From ""The Cheetah Girls 2""","The Cheetah Girls","DANCE POP",672,334,269
"Lose You To Love Me","Selena Gomez","DANCE POP",35,16,8
"Keep On Movin'","Five","DANCE POP",110,47,34
"No Lie","Sean Paul","DANCE POP",423,184,82
"Left Outside Alone","Anastacia","DANCE POP",50,19,16
"2002","Anne-Marie","DANCE POP",205,86,46
"Bubbly","Colbie Caillat","DANCE POP",28,4,4
"Upside Down","A*Teens","DANCE POP",110,29,16
"Damaged","Danity Kane","DANCE POP",517,204,46
"Mine","Slayyyter","DANCE POP",58,14,6
"Somebody To You","The Vamps","DANCE POP",422,121,32
"Party Rock Anthem","LMFAO","DANCE POP",522,192,81
"(There's Gotta Be) More To Life","Stacie Orrico","DANCE POP",184,45,14
"Skin","Sabrina Carpenter","DANCE POP",92,18,10
"Everywhere","Michelle Branch","DANCE POP",16,2,2
"Say OK","Vanessa Hudgens","DANCE POP",252,48,16
"Old Thing Back (feat. Ja Rule and Ralph Tresvant)","Matoma","DANCE POP",778,311,240
"What A Time (feat. Niall Horan)","Julia Michaels","DANCE POP",461,352,319
"Smile","Lily Allen","DANCE POP",252,71,25
"Straight Up","Paula Abdul","DANCE POP",395,99,38
"Umbrella","Rihanna","DANCE POP",156,70,37
"Classic","MKTO","DANCE POP",144,58,29
"Just Give Me a Reason (feat. Nate Ruess)","P!nk","DANCE POP",85,21,17
"Brokenhearted","Karmin","DANCE POP",115,46,26
"Everytime We Touch","Cascada","DANCE POP",119,38,31
"Personal","HRVY","DANCE POP",295,105,22
"Reckless","Madison Beer","DANCE POP",88,24,21
"BITCH","Allie X","DANCE POP",229,68,23
"Replay","Iyaz","DANCE POP",361,161,23
"Strip That Down (feat. Quavo)","Liam Payne","DANCE POP",102,82,59
"I Don't Feel Like Dancin'","Scissor Sisters","DANCE POP",170,57,25
"XS","Rina Sawayama","DANCE POP",325,88,17
"oui","Jeremih","DANCE POP",150,44,31
"Everybody in Love","JLS","DANCE POP",81,25,15
"Spotlight","Jennifer Hudson","DANCE POP",397,78,41
"When I’m Gone (with Katy Perry)","Alesso","DANCE POP",259,192,182
"Anywhere With You","Afrojack","DANCE POP",43,5,5
"Body","Loud Luxury","DANCE POP",251,82,38
"Gotta Tell You","Samantha Mumba","DANCE POP",198,29,6
"Breaking Me","Topic","DANCE POP",148,87,14
"Dusk Till Dawn (feat. Sia) - Radio Edit","ZAYN","DANCE POP",30,14,13
"Me & U","Cassie","DANCE POP",350,81,19
"I Want It That Way","Backstreet Boys","DANCE POP",142,34,14
"He Could Be the One","Hannah Montana","DANCE POP",143,23,19
"We Belong Together","Mariah Carey","DANCE POP",443,114,59
"Do It","Chloe x Halle","DANCE POP",309,57,32
"7 Days","Craig David","DANCE POP",331,105,70
"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","DANCE POP",139,81,17
"Only Love Can Hurt Like This","Paloma Faith","DANCE POP",87,34,11
"Starships","Nicki Minaj","DANCE POP",20,5,4
"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes","DANCE POP",894,589,366
"Say You Love Me","Jessie Ware","DANCE POP",54,9,7
"Devils Don't Fly","Natalia Kills","DANCE POP",170,62,12
"Ready or Not","Bridgit Mendler","DANCE POP",350,123,43
"Strawberries & Cigarettes","Troye Sivan","DANCE POP",64,27,21
"No Guidance (feat. Drake)","Chris Brown","DANCE POP",102,82,59
"Sister Ray","Foxes","DANCE POP",234,83,24
"Paper Planes","Lucas & Steve","DANCE POP",16,9,7
"Love","Keyshia Cole","DANCE POP",128,37,19
"Are You That Somebody?","Aaliyah","DANCE POP",261,71,58
"All Rise","Blue","DANCE POP",499,133,54
"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry","DANCE POP",509,369,330
"All Around The World (La La La)","R3HAB","DANCE POP",84,74,4
"Ride With Me (feat. Kid Ink)","Tungevaag","DANCE POP",137,42,35
"Torn","Natalie Imbruglia","DANCE POP",71,31,20
"I Begin to Wonder","Dannii Minogue","DANCE POP",41,6,4
"Back for Good - Radio Mix","Take That","DANCE POP",261,57,42
"Unfamiliar","Seeb","DANCE POP",23,6,4
"Complicated","Avril Lavigne","DANCE POP",217,41,16
"Butterflies","MAX","DANCE POP",165,42,21
"Kings & Queens","Ava Max","DANCE POP",94,25,23
"Hips Don't Lie (feat. Wyclef Jean)","Shakira","DANCE POP",694,301,115
"Bottoms Up (feat. Nicki Minaj)","Trey Songz","DANCE POP",163,66,38
"Follow Me","Sam Feldt","DANCE POP",21,8,5
"Intoxicated - Radio Edit","Martin Solveig","DANCE POP",323,241,215
"Titanium (feat. Sia)","David Guetta","DANCE POP",238,89,47
"Smack That","Akon","DANCE POP",399,134,77
"Lean On (feat. MØ & DJ Snake)","Major Lazer","DANCE POP",583,404,262
"Angel of Mine","Monica","DANCE POP",186,52,23
"Crush","David Archuleta","DANCE POP",295,53,36
"Hero (feat. Christina Perri)","Cash Cash","DANCE POP",11,4,4
"Read All About It, Pt. III","Emeli Sandé","DANCE POP",97,39,15
"Ma Chérie - DJ Antoine Vs Mad Mark 2K12 Radio Edit","DJ Antoine","DANCE POP",205,66,28
"Truly Madly Deeply","Savage Garden","DANCE POP",108,48,23
"All I Ever Need","Austin Mahone","DANCE POP",50,12,6
"Paradise","Bazzi","DANCE POP",199,71,31
"My Heart Goes (La Di Da) (feat. Topic)","Becky Hill","DANCE POP",527,404,355
"Hurts So Good","Astrid S","DANCE POP",239,109,8
"No Matter What","Boyzone","DANCE POP",167,38,12
"Pretty Boy","M2M","DANCE POP",273,87,30
"Summer Jam","R.I.O.","DANCE POP",63,28,11
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","DANCE POP",393,308,273
"Five More Hours","Deorro","DANCE POP",150,84,8
"Nails, Hair, Hips, Heels","Todrick Hall","DANCE POP",531,216,41
"Your Side Of The Bed","Loote","DANCE POP",88,16,4
"Wait a Minute!","WILLOW","DANCE POP",198,71,33
"It's Raining Men","Geri Halliwell","DANCE POP",316,122,60
"Walk Away (Remember Me) (feat. The DEY)","Paula DeAnda","DANCE POP",561,187,52
"Demons","Hayley Kiyoko","DANCE POP",267,92,18
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","DJ Snake","DANCE POP",408,318,222
"Dancing In The Moonlight (feat. NEIMY)","Jubël","DANCE POP",34,17,11
"Make Me Feel","Janelle Monáe","DANCE POP",383,69,34
"She Looks So Perfect","5 Seconds of Summer","DANCE POP",200,66,24
"All The Things She Said","t.A.T.u.","DANCE POP",362,69,21
"Ride It","Regard","DANCE POP",66,29,14
"More Than You Know","Axwell /\ Ingrosso","DANCE POP",43,8,5
"Take A Hint","Victorious Cast","DANCE POP",243,84,17
"Phases","PRETTYMUCH","DANCE POP",486,198,68
"Azúcar Amargo","Fey","DANCE POP",62,46,21
"Drop That Low (When I Dip)","Tujamo","DANCE POP",34,25,8
"UP","INNA","DANCE POP",188,94,58
"C'est La Vie","B*Witched","DANCE POP",361,94,43
"Kiss Me Thru The Phone","Soulja Boy","DANCE POP",427,171,17
"Bitter","FLETCHER","DANCE POP",60,12,5
"Gotta Be You","NERVO","DANCE POP",218,41,14
"Lost Without You","Delta Goodrem","DANCE POP",138,21,10
"Release Me","Agnes","DANCE POP",130,30,9
"When You Say Nothing At All","Ronan Keating","DANCE POP",70,7,7
"Friday Night‬‬‬","Vigiland","DANCE POP",357,77,40
"Say Something - Zac Samuel Remix","Karen Harding","DANCE POP",334,265,231
"First Time","M-22","DANCE POP",277,40,6
"Out Of Reach","Gabrielle","DANCE POP",50,11,6
"Young Right Now","Robin Schulz","DANCE POP",53,2,2
"All That She Wants","Ace of Base","DANCE POP",161,40,8
"Pick Up Your Feelings","Jazmine Sullivan","DANCE POP",454,150,73
"Trip","Ella Mai","DANCE POP",171,66,13
"Officially Missing You","Tamia","DANCE POP",26,14,9
"Remedy","Little Boots","DANCE POP",41,17,8
"Breathless","The Corrs","DANCE POP",232,61,20
"Beggin (original version)","Madcon","DANCE POP",470,169,82
"L.O.V.(e).","Ella Eyre","DANCE POP",323,61,31
"So Hot You're Hurting My Feelings","Caroline Polachek","DANCE POP",254,110,29
"In My Head (On My Mind)","MOTi","DANCE POP",166,48,40
"Light Switch","Charlie Puth","DANCE POP",371,70,30
"I Love You Always Forever","Betty Who","DANCE POP",72,13,5
"What You've Done To Me (feat. Bemendé)","KREAM","DANCE POP",87,12,5
"One Kiss (with Dua Lipa)","Calvin Harris","DANCE POP",701,528,195
"When I See U","Fantasia","DANCE POP",91,12,7
"Like Me","Girlicious","DANCE POP",595,175,62
"Waste It On Me (feat. BTS)","Steve Aoki","DANCE POP",231,175,136
"Cool with You","Jennifer Love Hewitt","DANCE POP",255,65,40
"Make Your Move","Anton Powers","DANCE POP",162,40,13
"This Town","Niall Horan","DANCE POP",73,17,16
"Lighter (feat. KSI)","Nathan Dawe","DANCE POP",289,253,163
"Leave Right Now","Will Young","DANCE POP",78,20,7
"The Best You Had","Nina Nesbitt","DANCE POP",116,41,10
"Goodbye","Imanbek","DANCE POP",63,15,6
"Head on Fire","Griff","DANCE POP",63,28,15
"Like Strangers Do","AJ Mitchell","DANCE POP",139,29,18
"What Took You So Long?","Emma Bunton","DANCE POP",207,34,9
"Cry For You","September","DANCE POP",180,48,11
"Truth Hurts","Lizzo","DANCE POP",367,175,45
"Tonight Tonight","Hot Chelle Rae","DANCE POP",80,22,10
"Gonna Love Me","Teyana Taylor","DANCE POP",75,32,9
"No Promises","Shayne Ward","DANCE POP",110,43,11
"Post to Be (feat. Chris Brown & Jhene Aiko)","Omarion","DANCE POP",1228,930,395
"La Da Dee","Cody Simpson","DANCE POP",124,85,6
"Everything Is Embarrassing","Sky Ferreira","DANCE POP",23,5,5
"Like a Rose","A1","DANCE POP",147,48,26
"Without Me","Halsey","DANCE POP",466,94,40
"Nights Like This (feat. Ty Dolla $ign)","Kehlani","DANCE POP",522,458,233
"Afraid (feat. HARLEE)","James Hype","DANCE POP",120,24,13
"Lovefool","The Cardigans","DANCE POP",114,32,10
"Hey, Soul Sister","Train","DANCE POP",28,12,8
"Boyz (feat. Nicki Minaj)","Jesy Nelson","DANCE POP",428,338,307
"Playing With Fire","N-Dubz","DANCE POP",643,142,66
"EX","Kiana Ledé","DANCE POP",120,23,16
"hate u love u","Olivia O'Brien","DANCE POP",54,11,4
"Stamp on the Ground - Radio Edit","ItaloBrothers","DANCE POP",200,115,34
"Little Things","Jessica Mauboy","DANCE POP",9,3,3
"About Us","Brooke Hogan","DANCE POP",541,177,61
"Feels Like Love (feat. MIYA MIYA)","Syn Cole","DANCE POP",19,9,4
"Geronimo","Sheppard","DANCE POP",52,24,7
"Mr. Saxobeat - Radio Edit","Alexandra Stan","DANCE POP",140,44,15
"Angels","Robbie Williams","DANCE POP",54,16,15
"The Ocean (feat. Shy Martin)","Mike Perry","DANCE POP",21,10,7
"What I Put You Through","Conor Maynard","DANCE POP",92,16,15
"Family Affair","Mary J. Blige","DANCE POP",599,178,67
"A Thousand Years","Christina Perri","DANCE POP",36,11,9
"Get Up (Rattle) [feat. Far East Movement] - Vocal Edit","Bingo Players","DANCE POP",267,85,61
"Cum (feat. Iggy Azalea)","Brooke Candy","DANCE POP",71,20,3
"SLIME","Shygirl","DANCE POP",140,68,18
"Bubblegum Bitch","MARINA","DANCE POP",85,49,15
"Final Song","MØ","DANCE POP",223,61,28
"Love and War","Tamar Braxton","DANCE POP",19,9,4
"Ni Una Sola Palabra","Paulina Rubio","DANCE POP",172,157,35
"Morenita","HUGEL","DANCE POP",165,152,76
"Sure Thing","Miguel","DANCE POP",179,47,29
"Tie Me Down (with Elley Duhé)","Gryffin","DANCE POP",427,309,279
"Hurricane","Ofenbach","DANCE POP",135,50,19
"Lovefool","twocolors","DANCE POP",73,28,5
"Monsta","Culcha Candela","DANCE POP",465,435,177
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton","DANCE POP",338,267,218
"Rock This Party - Everybody Dance Now","Bob Sinclar","DANCE POP",641,293,72
"Bad Vibe","M.O","DANCE POP",157,52,30
"wow","Alaska Thunderfuck","DANCE POP",153,61,22
"8 Letters","Why Don't We","DANCE POP",120,26,12
"Casualidad","Sofía Reyes","DANCE POP",371,303,126
"Almeda","Solange","DANCE POP",261,127,62
"Venus","Bananarama","DANCE POP",73,27,5
"FM$","New Boyz","DANCE POP",360,139,67
"Changing","Sigma","DANCE POP",61,3,3
"Moving on Up","M People","DANCE POP",305,80,25
"Say What You Want","Texas","DANCE POP",419,78,28
"Let It Rock","Kevin Rudolf","DANCE POP",139,51,44
"La Calle De Las Sirenas","Kabah","DANCE POP",241,211,106
"All I Need","Lloyd","DANCE POP",36,10,10
"Shallow","Lady Gaga","DANCE POP",28,17,7
"Yummy","Ayesha Erotica","DANCE POP",93,53,8
"Obsesion (No Es Amor) (feat. Baby Bash)","Frankie J","DANCE POP",301,88,29
"Never Let Me Down","VIZE","DANCE POP",53,2,2
"Bulletproof","La Roux","DANCE POP",53,29,5
"Don't Kill My High","Lost Kings","DANCE POP",81,37,8
"Step by Step","New Kids On The Block","DANCE POP",280,109,23
"Real Love (feat. Aleyna Tilki)","Dillon Francis","DANCE POP",40,14,6
"positions","Ariana Grande","DANCE POP",360,103,36
"Shinigami Eyes","Grimes","DANCE POP",73,32,7
"Because We Want To","Billie Piper","DANCE POP",157,55,14
"Boyfriend","Big Time Rush","DANCE POP",624,230,34
"Goodbye","Kristinia DeBarge","DANCE POP",297,161,34
"American Cars","Annie","DANCE POP",115,46,23
"My Type","Saweetie","DANCE POP",223,97,58
"Overpowered","Róisín Murphy","DANCE POP",5,3,3
"Que Sera","Justice Crew","DANCE POP",145,53,35
"Kiss Kiss","Holly Valance","DANCE POP",261,88,20
"Don't Give Up On Me - (From ""Five Feet Apart"")","Andy Grammer","DANCE POP",509,354,313
"Smack A Bitch","Rico Nasty","DANCE POP",396,152,86
"Not Such An Innocent Girl","Victoria Beckham","DANCE POP",491,134,46
"Hall of Fame (feat. will.i.am)","The Script","DANCE POP",338,123,38
"All or Nothing","O-Town","DANCE POP",5,2,2
"Bad","Don Diablo","DANCE POP",310,70,22
"Rhythm Of The Night","Fedde Le Grand","DANCE POP",148,49,6
"Undress Rehearsal","Timeflies","DANCE POP",98,44,23
"No One Compares To You","Jack & Jack","DANCE POP",176,29,18
"Act Up","City Girls","DANCE POP",373,164,115
"Number 1","Tinchy Stryder","DANCE POP",461,59,29
"Back At One","Brian McKnight","DANCE POP",62,12,12
"Something Just Like This","The Chainsmokers","DANCE POP",26,2,2
"GROWING UP IS _____","Ruel","DANCE POP",46,9,8
"Outta Here","Esmée Denters","DANCE POP",170,34,10
"WAP (feat. Megan Thee Stallion)","Cardi B","DANCE POP",279,204,127
"Mercy","Duffy","DANCE POP",351,127,14
"Prada","Arca","DANCE POP",121,109,46
"We're Still Young","Nicky Romero","DANCE POP",18,3,3
"Love On My Mind (feat. Amanda Wilson)","Freemasons","DANCE POP",297,74,13
"This City","Sam Fischer","DANCE POP",192,77,23
"In The Party","Flo Milli","DANCE POP",654,266,119
"Rise Up (feat. Vamero)","VINAI","DANCE POP",165,164,11
"Anyone of Us (Stupid Mistake)","Gareth Gates","DANCE POP",291,82,38
"Paper Planes","M.I.A.","DANCE POP",97,23,17
"On My Mind","Diplo","DANCE POP",160,27,6
"Silk Chiffon (feat. Phoebe Bridgers)","MUNA","DANCE POP",523,393,356
"Señorita","Shawn Mendes","DANCE POP",227,94,33
"Solo Se Vive una Vez","Monica Naranjo","DANCE POP",72,45,17
"That's Not My Name","The Ting Tings","DANCE POP",637,163,42
"Rosa Pastel","Belanova","DANCE POP",22,22,6
"If You're Not The One","Daniel Bedingfield","DANCE POP",52,9,9
"Coastin’","Victoria Monét","DANCE POP",193,74,20
"Ooh La La","Goldfrapp","DANCE POP",34,26,4
"You Make Me Feel... (feat. Sabi)","Cobra Starship","DANCE POP",894,589,366
"Best Part (feat. Daniel Caesar)","H.E.R.","DANCE POP",293,218,171
"HOT HOT","Bree Runway","DANCE POP",183,43,13
"MAMIII","Becky G","DANCE POP",414,334,177
"Ugly Heart","G.R.L.","DANCE POP",158,68,20
"History","Olivia Holt","DANCE POP",270,62,8
"Snap Yo Fingers","Lil Jon","DANCE POP",223,86,59
"This Time (Never Be Alone Again)","Dada Life","DANCE POP",75,7,3
"Cpr","cupcakKe","DANCE POP",320,138,74
"My Love","Westlife","DANCE POP",107,28,12
"Immaterial","SOPHIE","DANCE POP",34,34,5
"Say My Name","Dimitri Vegas & Like Mike","DANCE POP",47,13,12
"Sugar Daddy","Qveen Herby","DANCE POP",495,224,73
"Scared to Be Lonely","Martin Garrix","DANCE POP",21,13,6
"Pyramid (feat. Iyaz)","Charice","DANCE POP",500,177,75
"Blurred Lines","Robin Thicke","DANCE POP",797,253,97
"Good Without","Mimi Webb","DANCE POP",148,53,14
"Con los Años Que Me Quedan","Gloria Estefan","DANCE POP",243,196,95
"I'm So Excited","The Pointer Sisters","DANCE POP",150,27,13
"Sativa","Jhené Aiko","DANCE POP",331,82,26
"shut up","Greyson Chance","DANCE POP",130,41,26
"17","MK","DANCE POP",310,70,13
"Fight Song","Rachel Platten","DANCE POP",126,44,29
"Levitating (feat. DaBaby)","Dua Lipa","DANCE POP",452,328,283
"You Don't Own Me (feat. G-Eazy)","SAYGRACE","DANCE POP",155,28,27
"Livin' la Vida Loca","Ricky Martin","DANCE POP",299,146,34
"The Day We Find Love","911","DANCE POP",188,46,23
"Read My Mind","Rebecca Black","DANCE POP",204,65,34
"The Nights","Avicii","DANCE POP",146,78,29
"Gecko (Overdrive)","Oliver Heldens","DANCE POP",11,11,4
"Bailando - Spanish Version","Enrique Iglesias","DANCE POP",790,371,141
"Joke's On You","Charlotte Lawrence","DANCE POP",41,12,10
"The Motto","Tiësto","DANCE POP",310,126,48
"Minefields","Faouzia","DANCE POP",26,8,8
"Chasing Highs","ALMA","DANCE POP",146,42,11
"Not So Bad (feat. Emie)","Yves V","DANCE POP",294,221,196
"Alright (feat. KIDDO)","Alle Farben","DANCE POP",60,25,7
"tears in the club (feat. the weeknd)","FKA twigs","DANCE POP",474,353,317
"Real Girl","Mutya Buena","DANCE POP",532,83,35
"All The Things She Said","Poppy","DANCE POP",358,57,17
"Mirror","Sigrid","DANCE POP",94,40,11
"Love Song","Sara Bareilles","DANCE POP",228,61,19
"Obsessed","Addison Rae","DANCE POP",94,15,6
"Lonely","Noah Cyrus","DANCE POP",17,5,5
"Replay","Zendaya","DANCE POP",203,68,25
"Not Over You","Gavin DeGraw","DANCE POP",239,38,22
"I Swear","All-4-One","DANCE POP",198,46,25
"Counting Stars","OneRepublic","DANCE POP",63,31,11
"Be Honest","Jorja Smith","DANCE POP",274,85,45
"Step Up","Samantha Jade","DANCE POP",130,48,14
"I Wanna Be the Only One (feat. Bebe Winans)","Eternal","DANCE POP",413,116,44
"Hot Stuff - 12"" Version","Donna Summer","DANCE POP",188,115,17
"We Are Family","Sister Sledge","DANCE POP",247,63,37
"Smokin Out The Window","Bruno Mars","DANCE POP",435,128,64
"Graduation (Friends Forever)","Vitamin C","DANCE POP",465,120,73
"All About You","McFly","DANCE POP",110,6,3
"Fascination","Alphabeat","DANCE POP",84,33,22
"No Me Acuerdo","Thalia","DANCE POP",233,173,70
"Boom, Boom, Boom, Boom!!","Vengaboys","DANCE POP",197,78,11
"Katy on a Mission","Katy B","DANCE POP",165,27,15
"Gold","Kiiara","DANCE POP",353,102,26
"In The Dark","DEV","DANCE POP",34,25,7
"I Wanna Know","Joe","DANCE POP",431,83,24
"Last Thought (feat. MKLA)","Sonny Fodera","DANCE POP",11,4,3
"What Is Love (feat. V. Bozeman)","Empire Cast","DANCE POP",156,40,18
"La vie en rose","Grace Jones","DANCE POP",227,175,79
"I'm Every Woman","Chaka Khan","DANCE POP",283,109,17
"I'm On Ya","Adonna","DANCE POP",681,257,157
"Satisfaction - Isaak Original","Benny Benassi","DANCE POP",81,36,8
"if we never met","John K","DANCE POP",43,14,13
"Happy Hour","Felix Cartal","DANCE POP",13,9,4
"All My Life","K-Ci & JoJo","DANCE POP",154,36,10
"She's So Lovely","Scouting For Girls","DANCE POP",545,76,33
"Like I Can","Sam Smith","DANCE POP",64,15,13
"Vibe","Mike Candys","DANCE POP",99,35,26
"Medicine","Queen Naija","DANCE POP",409,106,83
"One Word","Kelly Osbourne","DANCE POP",379,120,41
"Moth To A Flame (with The Weeknd)","Swedish House Mafia","DANCE POP",408,318,222
"Can't Raise a Man","K. Michelle","DANCE POP",63,15,12
"What You Did (feat. Ella Mai)","Mahalia","DANCE POP",479,337,305
"One Step Closer","S Club Juniors","DANCE POP",287,94,29
"Billionaire (feat. Bruno Mars)","Travie McCoy","DANCE POP",894,589,366
"Reload - Radio Edit","Sebastian Ingrosso","DANCE POP",214,48,22
"Leave Before You Love Me (with Jonas Brothers)","Marshmello","DANCE POP",492,370,333
"Dime Que Me Amas","JEANS","DANCE POP",166,134,71
"Forever Young","John De Sohn","DANCE POP",41,17,13
"Thot Shit","Megan Thee Stallion","DANCE POP",908,397,171
"What You Got","Colby O'Donis","DANCE POP",701,216,81
"Verano Azul","Juan Magán","DANCE POP",183,146,111
"Year 3000","Busted","DANCE POP",65,23,10
"Chillin' Like a Villain","Sofia Carson","DANCE POP",272,98,27
"You Can Buy Everything","SoMo","DANCE POP",66,20,8
"Dangerous Love","Fuse ODG","DANCE POP",187,111,27
"Just Friends (Sunny)","Musiq Soulchild","DANCE POP",142,33,31
"1950","King Princess","DANCE POP",96,28,20
"Be Easy","Massari","DANCE POP",154,35,11
"I Want You Around","Snoh Aalegra","DANCE POP",181,46,21
"telepatía","Kali Uchis","DANCE POP",92,29,22
"Narcotic","YouNotUs","DANCE POP",15,4,4
"It's All Coming Back to Me Now","Céline Dion","DANCE POP",196,30,11
"No Love","August Alsina","DANCE POP",142,43,16
"Cool Kids","Echosmith","DANCE POP",105,29,5
"I Like Me Better","Lauv","DANCE POP",86,9,7
"Quit (feat. Ariana Grande)","Cashmere Cat","DANCE POP",358,262,232
"you broke me first","Tate McRae","DANCE POP",62,16,12
"All My Friends (feat. Tinashe & Chance the Rapper)","Snakehips","DANCE POP",583,404,262
"Say Yes (ft. Beyoncé & Kelly Rowland)","Michelle Williams","DANCE POP",35,6,3
"Once","Diana Vickers","DANCE POP",49,13,5
"Monday Morning","Melanie Fiona","DANCE POP",6,6,4
"B.E.D.","Jacquees","DANCE POP",162,87,14
"I Am The Best","2NE1","DANCE POP",194,170,20
"Virtual Insanity - Remastered","Jamiroquai","DANCE POP",538,159,73
"Candlelight","Zhavia","DANCE POP",24,22,11
"This Feeling","Eden Prince","DANCE POP",43,12,11
"Us","Jessica Sanchez","DANCE POP",198,41,23
"Woman","Doja Cat","DANCE POP",427,184,94
"Look into My Eyes","Brando","DANCE POP",153,33,7
"One Step At a Time","Jordin Sparks","DANCE POP",414,113,31
"Close","Nick Jonas","DANCE POP",381,127,44
"Love Me Like You Do","Ellie Goulding","DANCE POP",89,29,7
"SexyBack (feat. Timbaland)","Justin Timberlake","DANCE POP",139,93,78
"I'm a Mess","Bebe Rexha","DANCE POP",62,17,12
"Run The Show (feat. Busta Rhymes)","Kat Deluna","DANCE POP",519,407,244
"Whistle","Flo Rida","DANCE POP",268,106,61
"DJ Got Us Fallin' In Love (feat. Pitbull)","Usher","DANCE POP",338,140,36
"He Wasn't Man Enough","Toni Braxton","DANCE POP",656,145,41
"I Was Made For Loving You","Tori Kelly","DANCE POP",45,11,9
"Case Of The Ex (Whatcha Gonna Do)","Mýa","DANCE POP",651,170,54
"feel something","Bea Miller","DANCE POP",57,14,9
"Dirty Mind","3OH!3","DANCE POP",51,29,6
"West Coast (feat. Quinn XCII)","DVBBS","DANCE POP",518,347,313
"Gas Pedal","Sage The Gemini","DANCE POP",59,36,18
"Peaches & Cream","112","DANCE POP",636,183,68
"Power","Hardwell","DANCE POP",17,9,3
"Save Me","Hanson","DANCE POP",44,13,11
"We're All In This Together","High School Musical Cast","DANCE POP",519,118,50
"Promise (feat. Fetty Wap)","Kid Ink","DANCE POP",223,164,143
"Rolling Stone","Laidback Luke","DANCE POP",297,100,29
